"id","cluster","study","author","year","type_s","group","group_s","adapted","outcome","adjusted","es","v","se","lowerCI","upperCI","control_raw_gap","control_residual_gap","paper_type","n_school","pop_school","samplesize","setting_type","setting","edu_level","identity_type","identity_dis","identity_adv","density_female","density_urm","density_firstgen","density_freelunch","n_domains","duration","duration_rough_month","number","number_rough","primary_outcome","secondary_outcome","control_type","affirm_type","adaptation","reinforcement","appropriate_reading_level","privacy","ungraded","ordinary","known_teacher","delivered_in_classroom","good_for_you","early","before_stress","timing","random_sequence_generation","allocation_concealment","blinding_of_participants_and_personnel","blinding_of_outcome_assessment","incomplete_outcome_data","selective_reporting","other_sources_of_bias","timing_z","ordinary_z","duration_rough_month_z","density_freelunch_z","delivered_in_classroom_z","control_type_z"
29,"Hayes (Study 1), 2019","Hayes (Study 1), 2019","Hayes (Study 1)","2019","Minority subgroup","Hispanic","Race","No","Semester Grade","No",-0.2961,0.0523,0.2287,-0.7444,0.1521,NA,NA,"Journal",1,NA,116,"pre-secondary","a charter middle school in a large Southeastern city","5th-8th","race","Hispanic",NA,0.517,0.95,NA,0.98,11,"1 spring semester",4,"2",2,NA,"Semester Grade","other","independent",0,1,NA,1,0,0,1,"class",0,1,1,"both","low","low","low","low","low","unclear","unclear",-0.570772567853367,-0.95,-0.632185000577455,-2.3251052159518,0.595086861654462,0.606382978723404
30,"Hayes (Study 2), 2019","Hayes (Study 2), 2019","Hayes (Study 2)","2019","Minority subgroup","First generation","First generation","No","GPA","No",-0.1124,0.0514,0.2266,-0.5566,0.3318,NA,NA,"Journal",1,NA,187,"tertiary","a small liberal arts college in a large Southeastern city","first-year college","first-generation","First generation students",NA,0.62,0.455,1,NA,11,"1 fall semester",4,"2",2,"GPA",NA,"other","independent",0,1,NA,1,0,0,1,"class",0,1,1,"both","low","low","low","low","low","unclear","unclear",-0.570772567853367,-0.95,-0.632185000577455,NA,0.595086861654462,0.606382978723404
31,"Jordt, 2017","Jordt, 2017","Jordt","2017","Interaction","URM and Female","Mixed","No","Exam grades","Yes",0.2601,0.0021,0.0457,0.1705,0.3496,NA,0.5756,"Journal",1,NA,1031,"tertiary","an R1 institution in the Pacific Northwest with predominantly white and Asian-American students","sophomore","mixed","Underrepresented minority students and female","White and male",0.614,0.155,NA,NA,14,"3 years",33,"2",2,NA,"Biology exam score","other","independent",0,0,NA,1,0,1,1,"online",0,1,1,"both","low","low","low","unclear","unclear","unclear","unclear",-0.570772567853367,1.01785714285714,2.21476324834163,NA,-0.732414598959337,0.606382978723404
31,"Jordt, 2017","Jordt, 2017","Jordt","2017","Interaction","White and Male","Mixed","No","Exam grades","Yes",0.1934,0.0021,0.0456,0.1041,0.2828,NA,NA,"Journal",1,NA,1031,"tertiary","an R1 institution in the Pacific Northwest with predominantly white and Asian-American students","sophomore","mixed","Underrepresented minority students and female","White and male",0.614,0.155,NA,NA,14,"3 years",33,"2",2,NA,"Biology exam score","other","independent",0,0,NA,1,0,1,1,"online",0,1,1,"both","low","low","low","unclear","unclear","unclear","unclear",-0.570772567853367,1.01785714285714,2.21476324834163,NA,-0.732414598959337,0.606382978723404
31,"Jordt, 2017","Jordt, 2017","Jordt","2017","Interaction","URM","Race","No","Exam grades","No",0.5161,0.0021,0.0462,0.4254,0.6067,1.2752,NA,"Journal",1,NA,1031,"tertiary","an R1 institution in the Pacific Northwest with predominantly white and Asian-American students","sophomore","mixed","Underrepresented minority students and female","White and male",0.614,0.155,NA,NA,14,"3 years",33,"2",2,NA,"Biology exam score","other","independent",0,0,NA,1,0,1,1,"online",0,1,1,"both","low","low","low","unclear","unclear","unclear","unclear",-0.570772567853367,1.01785714285714,2.21476324834163,NA,-0.732414598959337,0.606382978723404
31,"Jordt, 2017","Jordt, 2017","Jordt","2017","Interaction","White","Race","No","Exam grades","No",0.1558,0.0021,0.0456,0.0665,0.2451,NA,NA,"Journal",1,NA,1031,"tertiary","an R1 institution in the Pacific Northwest with predominantly white and Asian-American students","sophomore","mixed","Underrepresented minority students and female","White and male",0.614,0.155,NA,NA,14,"3 years",33,"2",2,NA,"Biology exam score","other","independent",0,0,NA,1,0,1,1,"online",0,1,1,"both","low","low","low","unclear","unclear","unclear","unclear",-0.570772567853367,1.01785714285714,2.21476324834163,NA,-0.732414598959337,0.606382978723404
32,"Kim, 2019","Kim, 2019","Kim","2019","Interaction","Female","Gender","Yes","GPA","No",-0.256,0.0183,0.1354,-0.5213,0.0094,0.617,NA,"Thesis",1,NA,220,"tertiary","a business school located in the Northeastern United States","MBA","gender","Female","Male",0.418,0.213,NA,NA,5,"1 semester (fall/spring)",4,"1",1,"GPA",NA,"other","independent & interdependent",1,1,NA,1,1,0,1,"online",0,1,0,"early","low","low","unclear","unclear","low","unclear","unclear",1.1715857971727,-0.95,-0.632185000577455,NA,-0.732414598959337,0.606382978723404
32,"Kim, 2019","Kim, 2019","Kim","2019","Interaction","Female","Gender","No","GPA","No",0.388,0.0185,0.1361,0.1212,0.6548,0.383,NA,"Thesis",1,NA,220,"tertiary","a business school located in the Northeastern United States","MBA","gender","Female","Male",0.418,0.213,NA,NA,5,"1 semester (fall/spring)",4,"1",1,"GPA",NA,"other","independent & interdependent",1,1,NA,1,1,0,1,"online",0,1,0,"early","low","low","unclear","unclear","low","unclear","unclear",1.1715857971727,-0.95,-0.632185000577455,NA,-0.732414598959337,0.606382978723404
32,"Kim, 2019","Kim, 2019","Kim","2019","Interaction","Female","Gender","Yes","GPA","Yes",0.052,0.0181,0.1344,-0.2114,0.3155,NA,NA,"Thesis",1,NA,220,"tertiary","a business school located in the Northeastern United States","MBA","gender","Female","Male",0.418,0.213,NA,NA,5,"1 semester (fall/spring)",4,"1",1,"GPA",NA,"other","independent & interdependent",1,1,NA,1,1,0,1,"online",0,1,0,"early","low","low","unclear","unclear","low","unclear","unclear",1.1715857971727,-0.95,-0.632185000577455,NA,-0.732414598959337,0.606382978723404
33,"Kinias (Study 2), 2016","Kinias (Study 2), 2016","Kinias (Study 2)","2016","Majority subgroup","Male","Gender","No","MBA core course grade","No",-0.1385,0.0151,0.1228,-0.3792,0.1021,NA,NA,"Journal",1,NA,396,"tertiary","Masters of Business Administration students (MBAs) at an international business school","1st year MBA","gender","Female","Male",0.328,NA,NA,NA,10,"8 weeks (1 term)",2,"1",1,NA,"MBA core course grade","other","independent",0,0,NA,1,1,0,1,"online",0,1,0,"early","low","low","low","unclear","unclear","unclear","unclear",1.1715857971727,-0.95,-0.828526259123599,NA,-0.732414598959337,0.606382978723404
33,"Kinias (Study 2), 2016","Kinias (Study 2), 2016","Kinias (Study 2)","2016","Minority subgroup","Female","Gender","No","MBA core course grade","No",0.2924,0.0311,0.1764,-0.0533,0.638,0.6472,NA,"Journal",1,NA,396,"tertiary","Masters of Business Administration students (MBAs) at an international business school","1st year MBA","gender","Female","Male",0.328,NA,NA,NA,10,"8 weeks (1 term)",2,"1",1,NA,"MBA core course grade","other","independent",0,0,NA,1,1,0,1,"online",0,1,0,"early","low","low","low","unclear","unclear","unclear","unclear",1.1715857971727,-0.95,-0.828526259123599,NA,-0.732414598959337,0.606382978723404
33,"Kinias (Study 2), 2016","Kinias (Study 2), 2016","Kinias (Study 2)","2016","Interaction","Female","Gender","No","MBA core course grade","Yes",0.2872,0.0102,0.101,0.0892,0.4852,NA,0.4305,"Journal",1,NA,396,"tertiary","Masters of Business Administration students (MBAs) at an international business school","1st year MBA","gender","Female","Male",0.328,NA,NA,NA,10,"8 weeks (1 term)",2,"1",1,NA,"MBA core course grade","other","independent",0,0,NA,1,1,0,1,"online",0,1,0,"early","low","low","low","unclear","unclear","unclear","unclear",1.1715857971727,-0.95,-0.828526259123599,NA,-0.732414598959337,0.606382978723404
33,"Kinias (Study 2), 2016","Kinias (Study 2), 2016","Kinias (Study 2)","2016","Interaction","Male","Gender","No","MBA core course grade","Yes",-0.1315,0.0101,0.1006,-0.3287,0.0657,NA,NA,"Journal",1,NA,396,"tertiary","Masters of Business Administration students (MBAs) at an international business school","1st year MBA","gender","Female","Male",0.328,NA,NA,NA,10,"8 weeks (1 term)",2,"1",1,NA,"MBA core course grade","other","independent",0,0,NA,1,1,0,1,"online",0,1,0,"early","low","low","low","unclear","unclear","unclear","unclear",1.1715857971727,-0.95,-0.828526259123599,NA,-0.732414598959337,0.606382978723404
34,"Miyake et al.","Kost-Smith, 2010","Kost-Smith","2010","Minority subgroup","Female","Gender","No","FMCE grade","Yes",0.4579,0.0437,0.209,0.0482,0.8675,NA,0.4668,"Conference",1,NA,308,"tertiary","undergraduate students in the first-semester, calculus-based mechanics course (Physics 1) [2]","undergraduate","gender","Female","Male",0.312,NA,NA,NA,12,"one semester",4,"2",2,NA,"FMCE test score","other","independent",0,1,NA,1,1,0,1,"mixed",0,1,1,"both","low","low","unclear","unclear","unclear","unclear","unclear",-0.570772567853367,-0.95,-0.632185000577455,NA,-2.05991605957314,0.606382978723404
34,"Miyake et al.","Kost-Smith, 2010","Kost-Smith","2010","Majority subgroup","Male","Gender","No","FMCE grade","Yes",-0.0219,0.0206,0.1436,-0.3035,0.2596,NA,NA,"Conference",1,NA,308,"tertiary","undergraduate students in the first-semester, calculus-based mechanics course (Physics 1) [2]","undergraduate","gender","Female","Male",0.312,NA,NA,NA,12,"one semester",4,"2",2,NA,"FMCE test score","other","independent",0,1,NA,1,1,0,1,"mixed",0,1,1,"both","low","low","unclear","unclear","unclear","unclear","unclear",-0.570772567853367,-0.95,-0.632185000577455,NA,-2.05991605957314,0.606382978723404
35,"Miyake et al.","Kost-Smith, 2012","Kost-Smith","2012","Minority subgroup","Female","Gender","No","Physics course grade","No",0.2127,0.0281,0.1675,-0.1156,0.541,0.3644,NA,"Conference",1,NA,283,"tertiary","undergraduate students in the first-semester, calculus-based mechanics course (Physics 1) [2]","undergraduate","gender","Female","Male",0.314,NA,NA,NA,12,"one semester",4,"2",2,NA,"FMCE test score","other","independent",0,1,NA,1,1,0,1,"mixed",0,1,1,"both","low","low","unclear","unclear","high","unclear","unclear",-0.570772567853367,-0.95,-0.632185000577455,NA,-2.05991605957314,0.606382978723404
35,"Miyake et al.","Kost-Smith, 2012","Kost-Smith","2012","Majority subgroup","Male","Gender","No","Physics course grade","No",-0.0179,0.011,0.1048,-0.2233,0.1874,NA,NA,"Conference",1,NA,283,"tertiary","undergraduate students in the first-semester, calculus-based mechanics course (Physics 1) [2]","undergraduate","gender","Female","Male",0.314,NA,NA,NA,12,"one semester",4,"2",2,NA,"FMCE test score","other","independent",0,1,NA,1,1,0,1,"mixed",0,1,1,"both","low","low","unclear","unclear","high","unclear","unclear",-0.570772567853367,-0.95,-0.632185000577455,NA,-2.05991605957314,0.606382978723404
35,"Miyake et al.","Kost-Smith, 2012","Kost-Smith","2012","Minority subgroup","Female","Gender","No","Physics course score","No",0.1564,0.028,0.1673,-0.1715,0.4842,0.2884,NA,"Conference",1,NA,283,"tertiary","undergraduate students in the first-semester, calculus-based mechanics course (Physics 1) [2]","undergraduate","gender","Female","Male",0.314,NA,NA,NA,12,"one semester",4,"2",2,NA,"FMCE test score","other","independent",0,1,NA,1,1,0,1,"mixed",0,1,1,"both","low","low","unclear","unclear","high","unclear","unclear",-0.570772567853367,-0.95,-0.632185000577455,NA,-2.05991605957314,0.606382978723404
35,"Miyake et al.","Kost-Smith, 2012","Kost-Smith","2012","Majority subgroup","Male","Gender","No","Physics course score","No",-0.0157,0.011,0.1048,-0.2211,0.1896,NA,NA,"Conference",1,NA,283,"tertiary","undergraduate students in the first-semester, calculus-based mechanics course (Physics 1) [2]","undergraduate","gender","Female","Male",0.314,NA,NA,NA,12,"one semester",4,"2",2,NA,"FMCE test score","other","independent",0,1,NA,1,1,0,1,"mixed",0,1,1,"both","low","low","unclear","unclear","high","unclear","unclear",-0.570772567853367,-0.95,-0.632185000577455,NA,-2.05991605957314,0.606382978723404
35,"Miyake et al.","Kost-Smith, 2012","Kost-Smith","2012","Minority subgroup","Female","Gender","No","Physics exam score","No",0.1329,0.028,0.1672,-0.1948,0.4607,0.4963,NA,"Conference",1,NA,283,"tertiary","undergraduate students in the first-semester, calculus-based mechanics course (Physics 1) [2]","undergraduate","gender","Female","Male",0.314,NA,NA,NA,12,"one semester",4,"2",2,NA,"FMCE test score","other","independent",0,1,NA,1,1,0,1,"mixed",0,1,1,"both","low","low","unclear","unclear","high","unclear","unclear",-0.570772567853367,-0.95,-0.632185000577455,NA,-2.05991605957314,0.606382978723404
35,"Miyake et al.","Kost-Smith, 2012","Kost-Smith","2012","Majority subgroup","Male","Gender","No","Physics exam score","No",-0.0519,0.011,0.1048,-0.2573,0.1535,NA,NA,"Conference",1,NA,283,"tertiary","undergraduate students in the first-semester, calculus-based mechanics course (Physics 1) [2]","undergraduate","gender","Female","Male",0.314,NA,NA,NA,12,"one semester",4,"2",2,NA,"FMCE test score","other","independent",0,1,NA,1,1,0,1,"mixed",0,1,1,"both","low","low","unclear","unclear","high","unclear","unclear",-0.570772567853367,-0.95,-0.632185000577455,NA,-2.05991605957314,0.606382978723404
35,"Miyake et al.","Kost-Smith, 2012","Kost-Smith","2012","Minority subgroup","Female","Gender","No","Physics course grade","Yes",0.1998,0.0279,0.1669,-0.1274,0.527,NA,0.2034,"Conference",1,NA,283,"tertiary","undergraduate students in the first-semester, calculus-based mechanics course (Physics 1) [2]","undergraduate","gender","Female","Male",0.314,NA,NA,NA,12,"one semester",4,"2",2,NA,"FMCE test score","other","independent",0,1,NA,1,1,0,1,"mixed",0,1,1,"both","low","low","unclear","unclear","high","unclear","unclear",-0.570772567853367,-0.95,-0.632185000577455,NA,-2.05991605957314,0.606382978723404
35,"Miyake et al.","Kost-Smith, 2012","Kost-Smith","2012","Majority subgroup","Male","Gender","No","Physics course grade","Yes",-0.0404,0.011,0.1046,-0.2455,0.1647,NA,NA,"Conference",1,NA,283,"tertiary","undergraduate students in the first-semester, calculus-based mechanics course (Physics 1) [2]","undergraduate","gender","Female","Male",0.314,NA,NA,NA,12,"one semester",4,"2",2,NA,"FMCE test score","other","independent",0,1,NA,1,1,0,1,"mixed",0,1,1,"both","low","low","unclear","unclear","high","unclear","unclear",-0.570772567853367,-0.95,-0.632185000577455,NA,-2.05991605957314,0.606382978723404
35,"Miyake et al.","Kost-Smith, 2012","Kost-Smith","2012","Minority subgroup","Female","Gender","No","Physics course score","Yes",0.1442,0.0279,0.1669,-0.1829,0.4713,NA,0.1367,"Conference",1,NA,283,"tertiary","undergraduate students in the first-semester, calculus-based mechanics course (Physics 1) [2]","undergraduate","gender","Female","Male",0.314,NA,NA,NA,12,"one semester",4,"2",2,NA,"FMCE test score","other","independent",0,1,NA,1,1,0,1,"mixed",0,1,1,"both","low","low","unclear","unclear","high","unclear","unclear",-0.570772567853367,-0.95,-0.632185000577455,NA,-2.05991605957314,0.606382978723404
35,"Miyake et al.","Kost-Smith, 2012","Kost-Smith","2012","Majority subgroup","Male","Gender","No","Physics course score","Yes",0.0374,0.011,0.1046,-0.1677,0.2425,NA,NA,"Conference",1,NA,283,"tertiary","undergraduate students in the first-semester, calculus-based mechanics course (Physics 1) [2]","undergraduate","gender","Female","Male",0.314,NA,NA,NA,12,"one semester",4,"2",2,NA,"FMCE test score","other","independent",0,1,NA,1,1,0,1,"mixed",0,1,1,"both","low","low","unclear","unclear","high","unclear","unclear",-0.570772567853367,-0.95,-0.632185000577455,NA,-2.05991605957314,0.606382978723404
35,"Miyake et al.","Kost-Smith, 2012","Kost-Smith","2012","Minority subgroup","Female","Gender","No","Physics exam score","Yes",0.1194,0.0278,0.1669,-0.2077,0.4464,NA,0.0712,"Conference",1,NA,283,"tertiary","undergraduate students in the first-semester, calculus-based mechanics course (Physics 1) [2]","undergraduate","gender","Female","Male",0.314,NA,NA,NA,12,"one semester",4,"2",2,NA,"FMCE test score","other","independent",0,1,NA,1,1,0,1,"mixed",0,1,1,"both","low","low","unclear","unclear","high","unclear","unclear",-0.570772567853367,-0.95,-0.632185000577455,NA,-2.05991605957314,0.606382978723404
35,"Miyake et al.","Kost-Smith, 2012","Kost-Smith","2012","Majority subgroup","Male","Gender","No","Physics exam score","Yes",-0.0845,0.011,0.1047,-0.2897,0.1206,NA,NA,"Conference",1,NA,283,"tertiary","undergraduate students in the first-semester, calculus-based mechanics course (Physics 1) [2]","undergraduate","gender","Female","Male",0.314,NA,NA,NA,12,"one semester",4,"2",2,NA,"FMCE test score","other","independent",0,1,NA,1,1,0,1,"mixed",0,1,1,"both","low","low","unclear","unclear","high","unclear","unclear",-0.570772567853367,-0.95,-0.632185000577455,NA,-2.05991605957314,0.606382978723404
36,"Lauer, 2013","Lauer, 2013","Lauer","2013","Main","Main","None","No","Introductory biology learning gains","Yes",0.0047,0.0303,0.1741,-0.3365,0.3459,NA,NA,"Journal & Thesis",1,NA,678,"tertiary","a large, public, research-intensive university","undergraduate","gender","Female","Male",0.414,NA,NA,NA,12,"one semester",4,"2",2,NA,"Introductory biology, Biochemistry, Physics 1 & Physics 2 learning gains and course grades","other","independent",0,0,NA,1,0,1,0,"mixed",0,1,1,"both","low","low","low","unclear","unclear","unclear","unclear",-0.570772567853367,1.01785714285714,-0.632185000577455,NA,-2.05991605957314,0.606382978723404
36,"Lauer, 2013","Lauer, 2013","Lauer","2013","Main","Main","None","No","Biochemistry learning gains","Yes",0.0056,0.0216,0.147,-0.2826,0.2938,NA,NA,"Journal & Thesis",1,NA,678,"tertiary","a large, public, research-intensive university","undergraduate","gender","Female","Male",0.414,NA,NA,NA,12,"one semester",4,"2",2,NA,"Introductory biology, Biochemistry, Physics 1 & Physics 2 learning gains and course grades","other","independent",0,0,NA,1,0,1,0,"mixed",0,1,1,"both","low","low","low","unclear","unclear","unclear","unclear",-0.570772567853367,1.01785714285714,-0.632185000577455,NA,-2.05991605957314,0.606382978723404
36,"Lauer, 2013","Lauer, 2013","Lauer","2013","Main","Main","None","No","Physics 1 learning gains","Yes",0.0126,0.0909,0.3015,-0.5783,0.6036,NA,NA,"Journal & Thesis",1,NA,678,"tertiary","a large, public, research-intensive university","undergraduate","gender","Female","Male",0.414,NA,NA,NA,12,"one semester",4,"2",2,NA,"Introductory biology, Biochemistry, Physics 1 & Physics 2 learning gains and course grades","other","independent",0,0,NA,1,0,1,0,"mixed",0,1,1,"both","low","low","low","unclear","unclear","unclear","unclear",-0.570772567853367,1.01785714285714,-0.632185000577455,NA,-2.05991605957314,0.606382978723404
36,"Lauer, 2013","Lauer, 2013","Lauer","2013","Main","Main","None","No","Physics 2 learning gains","Yes",-0.0026,0.0449,0.212,-0.4181,0.4129,NA,NA,"Journal & Thesis",1,NA,678,"tertiary","a large, public, research-intensive university","undergraduate","gender","Female","Male",0.414,NA,NA,NA,12,"one semester",4,"2",2,NA,"Introductory biology, Biochemistry, Physics 1 & Physics 2 learning gains and course grades","other","independent",0,0,NA,1,0,1,0,"mixed",0,1,1,"both","low","low","low","unclear","unclear","unclear","unclear",-0.570772567853367,1.01785714285714,-0.632185000577455,NA,-2.05991605957314,0.606382978723404
36,"Lauer, 2013","Lauer, 2013","Lauer","2013","Main","Main","None","No","Introductory biology learning gains","No",-0.1149,0.0154,0.1241,-0.3582,0.1284,NA,NA,"Journal & Thesis",1,NA,678,"tertiary","a large, public, research-intensive university","undergraduate","gender","Female","Male",0.414,NA,NA,NA,12,"one semester",4,"2",2,NA,"Introductory biology, Biochemistry, Physics 1 & Physics 2 learning gains and course grades","other","independent",0,0,NA,1,0,1,0,"mixed",0,1,1,"both","low","low","low","unclear","unclear","unclear","unclear",-0.570772567853367,1.01785714285714,-0.632185000577455,NA,-2.05991605957314,0.606382978723404
36,"Lauer, 2013","Lauer, 2013","Lauer","2013","Main","Main","None","No","Biochemistry learning gains","No",-0.1386,0.1762,0.4197,-0.9613,0.684,NA,NA,"Journal & Thesis",1,NA,678,"tertiary","a large, public, research-intensive university","undergraduate","gender","Female","Male",0.414,NA,NA,NA,12,"one semester",4,"2",2,NA,"Introductory biology, Biochemistry, Physics 1 & Physics 2 learning gains and course grades","other","independent",0,0,NA,1,0,1,0,"mixed",0,1,1,"both","low","low","low","unclear","unclear","unclear","unclear",-0.570772567853367,1.01785714285714,-0.632185000577455,NA,-2.05991605957314,0.606382978723404
36,"Lauer, 2013","Lauer, 2013","Lauer","2013","Main","Main","None","No","Physics 1 learning gains","No",0.2032,0.0619,0.2487,-0.2843,0.6907,NA,NA,"Journal & Thesis",1,NA,678,"tertiary","a large, public, research-intensive university","undergraduate","gender","Female","Male",0.414,NA,NA,NA,12,"one semester",4,"2",2,NA,"Introductory biology, Biochemistry, Physics 1 & Physics 2 learning gains and course grades","other","independent",0,0,NA,1,0,1,0,"mixed",0,1,1,"both","low","low","low","unclear","unclear","unclear","unclear",-0.570772567853367,1.01785714285714,-0.632185000577455,NA,-2.05991605957314,0.606382978723404
36,"Lauer, 2013","Lauer, 2013","Lauer","2013","Main","Main","None","No","Physics 2 learning gains","No",-0.3634,0.0328,0.1811,-0.7183,-0.0084,NA,NA,"Journal & Thesis",1,NA,678,"tertiary","a large, public, research-intensive university","undergraduate","gender","Female","Male",0.414,NA,NA,NA,12,"one semester",4,"2",2,NA,"Introductory biology, Biochemistry, Physics 1 & Physics 2 learning gains and course grades","other","independent",0,0,NA,1,0,1,0,"mixed",0,1,1,"both","low","low","low","unclear","unclear","unclear","unclear",-0.570772567853367,1.01785714285714,-0.632185000577455,NA,-2.05991605957314,0.606382978723404
37,"Lokhande, 2019","Lokhande, 2019","Lokhande","2019","Minority subgroup","Female","Gender","No","Wave 1 Math scores","No",0.1995,0.0124,0.1116,-0.0192,0.4182,NA,NA,"Journal",11,820,668,"pre-secondary","Integrated Secondary Schools in the state of Berlin ","7th","mixed","Female immigrants (especially Turkish or Arabic) ","none",0.488,0.645,NA,0.634,14,"8 weeks over the fall of 2016",2,"1",1,NA,"DEMAT 6+ (a standardized mathematics tests for sixth and seventh grade students)","other","independent",0,1,NA,1,1,0,0,"class",1,1,0,"early","unclear","low","low","low","low","unclear","unclear",1.1715857971727,-0.95,-0.828526259123599,-0.712369356173672,0.595086861654462,0.606382978723404
37,"Lokhande, 2019","Lokhande, 2019","Lokhande","2019","Majority subgroup","Male","Gender","No","Wave 1 Math scores","No",-0.0499,0.0118,0.1087,-0.263,0.1632,NA,NA,"Journal",11,820,668,"pre-secondary","Integrated Secondary Schools in the state of Berlin ","7th","mixed","Female immigrants (especially Turkish or Arabic) ","none",0.488,0.645,NA,0.634,14,"8 weeks over the fall of 2016",2,"1",1,NA,"DEMAT 6+ (a standardized mathematics tests for sixth and seventh grade students)","other","independent",0,1,NA,1,1,0,0,"class",1,1,0,"early","unclear","low","low","low","low","unclear","unclear",1.1715857971727,-0.95,-0.828526259123599,-0.712369356173672,0.595086861654462,0.606382978723404
37,"Lokhande, 2019","Lokhande, 2019","Lokhande","2019","Minority subgroup","Turkish","Race","No","Wave 1 Math scores","No",0.3281,0.0307,0.1753,-0.0155,0.6717,NA,NA,"Journal",11,820,668,"pre-secondary","Integrated Secondary Schools in the state of Berlin ","7th","mixed","Female immigrants (especially Turkish or Arabic) ","none",0.488,0.645,NA,0.634,14,"8 weeks over the fall of 2016",2,"1",1,NA,"DEMAT 6+ (a standardized mathematics tests for sixth and seventh grade students)","other","independent",0,1,NA,1,1,0,0,"class",1,1,0,"early","unclear","low","low","low","low","unclear","unclear",1.1715857971727,-0.95,-0.828526259123599,-0.712369356173672,0.595086861654462,0.606382978723404
37,"Lokhande, 2019","Lokhande, 2019","Lokhande","2019","Minority subgroup","Arabic","Race","No","Wave 1 Math scores","No",0.238,0.0446,0.2111,-0.1757,0.6516,NA,NA,"Journal",11,820,668,"pre-secondary","Integrated Secondary Schools in the state of Berlin ","7th","mixed","Female immigrants (especially Turkish or Arabic) ","none",0.488,0.645,NA,0.634,14,"8 weeks over the fall of 2016",2,"1",1,NA,"DEMAT 6+ (a standardized mathematics tests for sixth and seventh grade students)","other","independent",0,1,NA,1,1,0,0,"class",1,1,0,"early","unclear","low","low","low","low","unclear","unclear",1.1715857971727,-0.95,-0.828526259123599,-0.712369356173672,0.595086861654462,0.606382978723404
37,"Lokhande, 2019","Lokhande, 2019","Lokhande","2019","Minority subgroup","Eastern European","Race","No","Wave 1 Math scores","No",-0.0695,0.0345,0.1857,-0.4335,0.2944,NA,NA,"Journal",11,820,668,"pre-secondary","Integrated Secondary Schools in the state of Berlin ","7th","mixed","Female immigrants (especially Turkish or Arabic) ","none",0.488,0.645,NA,0.634,14,"8 weeks over the fall of 2016",2,"1",1,NA,"DEMAT 6+ (a standardized mathematics tests for sixth and seventh grade students)","other","independent",0,1,NA,1,1,0,0,"class",1,1,0,"early","unclear","low","low","low","low","unclear","unclear",1.1715857971727,-0.95,-0.828526259123599,-0.712369356173672,0.595086861654462,0.606382978723404
37,"Lokhande, 2019","Lokhande, 2019","Lokhande","2019","Interaction","Female","Gender","No","Wave 1 Math scores","Yes",0.0236,0.0061,0.0779,-0.1292,0.1763,NA,0.4631,"Journal",11,820,668,"pre-secondary","Integrated Secondary Schools in the state of Berlin ","7th","mixed","Female immigrants (especially Turkish or Arabic) ","none",0.488,0.645,NA,0.634,14,"8 weeks over the fall of 2016",2,"1",1,NA,"DEMAT 6+ (a standardized mathematics tests for sixth and seventh grade students)","other","independent",0,1,NA,1,1,0,0,"class",1,1,0,"early","unclear","low","low","low","low","unclear","unclear",1.1715857971727,-0.95,-0.828526259123599,-0.712369356173672,0.595086861654462,0.606382978723404
37,"Lokhande, 2019","Lokhande, 2019","Lokhande","2019","Interaction","Turkish","Race","No","Wave 1 Math scores","Yes",0.1923,0.0061,0.0781,0.0391,0.3454,NA,0.41,"Journal",11,820,668,"pre-secondary","Integrated Secondary Schools in the state of Berlin ","7th","mixed","Female immigrants (especially Turkish or Arabic) ","none",0.488,0.645,NA,0.634,14,"8 weeks over the fall of 2016",2,"1",1,NA,"DEMAT 6+ (a standardized mathematics tests for sixth and seventh grade students)","other","independent",0,1,NA,1,1,0,0,"class",1,1,0,"early","unclear","low","low","low","low","unclear","unclear",1.1715857971727,-0.95,-0.828526259123599,-0.712369356173672,0.595086861654462,0.606382978723404
37,"Lokhande, 2019","Lokhande, 2019","Lokhande","2019","Interaction","Arabic","Race","No","Wave 1 Math scores","Yes",0.0589,0.0061,0.078,-0.0939,0.2117,NA,0.2979,"Journal",11,820,668,"pre-secondary","Integrated Secondary Schools in the state of Berlin ","7th","mixed","Female immigrants (especially Turkish or Arabic) ","none",0.488,0.645,NA,0.634,14,"8 weeks over the fall of 2016",2,"1",1,NA,"DEMAT 6+ (a standardized mathematics tests for sixth and seventh grade students)","other","independent",0,1,NA,1,1,0,0,"class",1,1,0,"early","unclear","low","low","low","low","unclear","unclear",1.1715857971727,-0.95,-0.828526259123599,-0.712369356173672,0.595086861654462,0.606382978723404
37,"Lokhande, 2019","Lokhande, 2019","Lokhande","2019","Interaction","Eastern European","Race","No","Wave 1 Math scores","Yes",-0.1387,0.0061,0.078,-0.2917,0.0142,NA,0.056,"Journal",11,820,668,"pre-secondary","Integrated Secondary Schools in the state of Berlin ","7th","mixed","Female immigrants (especially Turkish or Arabic) ","none",0.488,0.645,NA,0.634,14,"8 weeks over the fall of 2016",2,"1",1,NA,"DEMAT 6+ (a standardized mathematics tests for sixth and seventh grade students)","other","independent",0,1,NA,1,1,0,0,"class",1,1,0,"early","unclear","low","low","low","low","unclear","unclear",1.1715857971727,-0.95,-0.828526259123599,-0.712369356173672,0.595086861654462,0.606382978723404
